text_raw,text_clean,intent,category,emotion,emotion_score,confidence_label,source,language,multi_category,alt_category,created_at
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,regret,-0.58,0.98,manual,english,False,,2024-09-28
weekend outing,weekend outing,entertainment,entertainment,happy,0.56,0.97,manual,hinglish,False,,2024-07-21
clinic consultation,clinic consultation,health,medical,happy,0.66,0.89,sms,english,False,,2024-09-10
spotify subscription,spotify subscription,subscription,subscription,anxiety,-0.76,0.87,sms,hinglish,False,,2024-09-19
metro recharge,metro recharge,commute,fuel,anxiety,-0.81,0.84,sms,hinglish,False,,2025-05-05
health checkup,health checkup,health,medical,casual,0.29,0.93,manual,english,False,,2025-01-18
doctor visit,doctor visit,health,medical,regret,-0.53,0.93,manual,english,False,,2024-06-20
junk food again 😐,junk food again,food_order,dining,regret,-0.53,0.86,sms,english,False,,2024-06-19
food delivery after work,food delivery after work,food_order,groceries,neutral,0.03,0.86,sms,hinglish,False,,2024-09-02
medicines bought,medicines bought,health,medical,neutral,-0.05,0.98,sms,english,False,,2024-01-19
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,care,0.45,0.83,sms,hinglish,False,,2025-02-15
clinic consultation,clinic consultation,health,medical,happy,0.72,0.87,manual,hinglish,False,,2025-04-02
shopping mall visit,shopping mall visit,shopping,shopping,anxiety,-0.75,0.91,manual,english,False,,2025-01-12
concert ticket,concert ticket,entertainment,entertainment,casual,0.33,0.98,sms,english,False,,2024-04-17
weekend outing,weekend outing,entertainment,entertainment,happy,0.67,0.86,sms,hinglish,False,,2024-08-04
shopping mall visit,shopping mall visit,shopping,shopping,happy,0.59,0.89,manual,hinglish,False,,2024-11-21
doctor visit,doctor visit,health,medical,regret,-0.55,0.92,manual,english,False,,2024-12-15
impulse shopping again 😐,impulse shopping again,shopping,shopping,stress,-0.59,0.86,manual,english,False,,2024-09-16
concert ticket,concert ticket,entertainment,entertainment,stress,-0.54,0.83,manual,english,False,,2025-02-04
mobile recharge done,mobile recharge done,bill_payment,rent,care,0.28,0.96,sms,english,False,,2024-01-14
online course fee,online course fee,education,education,casual,0.17,0.94,manual,hinglish,False,,2024-05-08
fuel refill before work,fuel refill before work,commute,cab,neutral,0.12,0.97,manual,english,False,,2024-03-26
impulse shopping again 😐,impulse shopping again,shopping,shopping,regret,-0.5,0.87,sms,english,False,,2024-12-29
food delivery after work,food delivery after work,food_order,groceries,casual,0.2,0.86,sms,hinglish,False,,2025-02-21
movie night,movie night,entertainment,entertainment,stress,-0.62,0.87,manual,hinglish,False,,2024-12-04
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,anxiety,-0.76,0.95,sms,english,False,,2024-12-21
cat food purchase,cat food purchase,pet_care,medical,regret,-0.65,0.94,sms,hinglish,False,,2024-06-16
ate outside today,ate outside today,food_order,groceries,regret,-0.67,0.86,sms,hinglish,False,,2024-11-10
cloud storage plan,cloud storage plan,subscription,subscription,casual,0.19,0.82,manual,hinglish,False,,2024-10-20
fuel refill before work,fuel refill before work,commute,cab,neutral,0.09,0.88,sms,english,False,,2024-09-29
paid house rent,paid house rent,bill_payment,mobile_bill,stress,-0.56,0.91,sms,hinglish,False,,2025-01-12
book purchase,book purchase,education,education,happy,0.59,0.95,manual,english,False,,2024-10-12
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,care,0.28,0.94,sms,english,True,vehicle_repair,2024-07-09
ordered food again 😩,ordered food again,food_order,groceries,happy,0.67,0.94,manual,hinglish,False,,2025-02-06
fuel refill before work,fuel refill before work,commute,fuel,stress,-0.63,0.84,sms,hinglish,False,,2024-06-09
ola cab to office,ola cab to office,commute,cab,regret,-0.64,0.83,manual,hinglish,False,,2024-07-12
exam registration,exam registration,education,education,stress,-0.52,0.84,sms,hinglish,False,,2024-04-28
health checkup,health checkup,health,medical,stress,-0.64,0.97,sms,hinglish,False,,2024-06-03
cloud storage plan,cloud storage plan,subscription,subscription,neutral,-0.04,0.94,manual,english,False,,2025-03-30
vet consultation,vet consultation,pet_care,medical,happy,0.65,0.83,manual,hinglish,True,pet_supplies,2025-03-02
movie night,movie night,entertainment,entertainment,regret,-0.63,0.88,sms,english,False,,2024-11-01
impulse shopping again 😐,impulse shopping again,shopping,shopping,neutral,0.03,0.83,sms,english,False,,2025-01-15
ate outside today,ate outside today,food_order,groceries,happy,0.65,0.86,manual,hinglish,False,,2024-03-24
paid house rent,paid house rent,bill_payment,mobile_bill,anxiety,-0.79,0.98,manual,english,False,,2024-03-12
cloud storage plan,cloud storage plan,subscription,subscription,stress,-0.57,0.88,sms,english,False,,2024-01-21
dog grooming,dog grooming,pet_care,medical,happy,0.73,0.9,sms,hinglish,True,pet_supplies,2025-01-21
dog grooming,dog grooming,pet_care,pet_supplies,casual,0.31,0.89,manual,english,True,medical,2025-03-03
exam registration,exam registration,education,education,regret,-0.63,0.95,sms,hinglish,False,,2024-04-01
swiggy dinner order,swiggy dinner order,food_order,dining,casual,0.28,0.92,sms,hinglish,False,,2024-10-24
clinic consultation,clinic consultation,health,medical,regret,-0.57,0.99,manual,hinglish,False,,2025-01-11
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,vehicle_repair,neutral,0.07,0.96,manual,hinglish,False,,2024-04-28
spotify subscription,spotify subscription,subscription,subscription,care,0.32,0.9,manual,hinglish,False,,2024-05-10
dog grooming,dog grooming,pet_care,pet_supplies,impulsive,-0.39,0.9,sms,hinglish,False,,2024-10-17
online course fee,online course fee,education,education,happy,0.69,0.99,manual,english,False,,2024-11-18
car service today,car service today,vehicle_maintenance,fuel,happy,0.73,0.99,sms,english,False,,2025-03-08
spotify subscription,spotify subscription,subscription,subscription,neutral,0.14,0.84,sms,english,False,,2025-02-25
mobile recharge done,mobile recharge done,bill_payment,electricity,happy,0.63,0.92,sms,english,False,,2024-05-20
clinic consultation,clinic consultation,health,medical,care,0.32,0.87,sms,hinglish,False,,2024-11-09
impulse shopping again 😐,impulse shopping again,shopping,shopping,anxiety,-0.84,0.97,manual,hinglish,False,,2024-11-23
junk food again 😐,junk food again,food_order,groceries,care,0.29,0.97,manual,english,False,,2024-01-06
internet bill cleared,internet bill cleared,bill_payment,electricity,neutral,0.02,0.98,sms,hinglish,False,,2025-03-08
car service today,car service today,vehicle_maintenance,fuel,anxiety,-0.69,0.94,manual,english,False,,2024-02-27
cloud storage plan,cloud storage plan,subscription,subscription,stress,-0.47,0.89,manual,english,False,,2024-05-12
gaming subscription,gaming subscription,entertainment,entertainment,anxiety,-0.77,0.88,manual,hinglish,False,,2024-09-26
ordered food again 😩,ordered food again,food_order,dining,casual,0.25,0.99,sms,english,False,,2024-08-23
health checkup,health checkup,health,medical,casual,0.32,0.91,manual,hinglish,False,,2024-12-04
book purchase,book purchase,education,education,neutral,0.08,0.97,manual,hinglish,False,,2024-06-20
swiggy dinner order,swiggy dinner order,food_order,groceries,happy,0.63,0.92,sms,english,False,,2024-10-16
clinic consultation,clinic consultation,health,medical,regret,-0.64,0.93,sms,english,False,,2024-09-01
spotify subscription,spotify subscription,subscription,subscription,casual,0.2,0.84,manual,hinglish,False,,2024-08-19
dog grooming,dog grooming,pet_care,pet_supplies,happy,0.73,0.83,sms,hinglish,False,,2024-08-08
bought clothes online,bought clothes online,shopping,shopping,regret,-0.65,0.83,sms,english,False,,2024-11-08
ola cab to office,ola cab to office,commute,fuel,happy,0.65,0.99,manual,english,False,,2025-03-04
impulse shopping again 😐,impulse shopping again,shopping,shopping,impulsive,-0.26,0.98,manual,english,False,,2024-04-19
spotify subscription,spotify subscription,subscription,subscription,care,0.33,0.95,manual,hinglish,False,,2024-01-03
vet consultation,vet consultation,pet_care,pet_supplies,stress,-0.53,0.94,manual,hinglish,False,,2024-01-18
spotify subscription,spotify subscription,subscription,subscription,stress,-0.65,0.95,manual,english,False,,2025-02-07
unplanned purchase,unplanned purchase,shopping,shopping,casual,0.2,0.83,manual,hinglish,False,,2024-06-09
doctor visit,doctor visit,health,medical,anxiety,-0.72,0.99,manual,hinglish,False,,2024-11-24
impulse shopping again 😐,impulse shopping again,shopping,shopping,anxiety,-0.65,0.91,sms,english,False,,2024-10-14
fuel refill before work,fuel refill before work,commute,cab,casual,0.2,0.82,sms,hinglish,False,,2024-11-04
dog grooming,dog grooming,pet_care,pet_supplies,regret,-0.61,0.89,sms,hinglish,False,,2024-12-06
electricity bill paid,electricity bill paid,bill_payment,rent,neutral,-0.05,0.97,sms,english,False,,2024-02-25
unplanned purchase,unplanned purchase,shopping,shopping,neutral,-0.01,0.94,manual,hinglish,False,,2024-08-13
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,casual,0.16,0.83,sms,english,False,,2024-12-11
medicines bought,medicines bought,health,medical,happy,0.65,0.88,manual,hinglish,False,,2024-04-14
app premium plan,app premium plan,subscription,subscription,anxiety,-0.67,0.97,sms,english,False,,2025-02-07
late night food craving,late night food craving,food_order,dining,stress,-0.59,0.92,manual,hinglish,False,,2024-12-17
fuel refill before work,fuel refill before work,commute,cab,happy,0.62,0.9,manual,english,False,,2024-06-19
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,care,0.28,0.99,manual,hinglish,True,vehicle_repair,2024-02-18
bought clothes online,bought clothes online,shopping,shopping,neutral,0.02,0.96,sms,english,False,,2024-06-24
exam registration,exam registration,education,education,anxiety,-0.85,0.93,manual,hinglish,False,,2024-01-01
medicines bought,medicines bought,health,medical,regret,-0.61,0.87,manual,hinglish,False,,2024-04-15
movie night,movie night,entertainment,entertainment,impulsive,-0.28,0.95,manual,hinglish,False,,2025-01-21
shopping mall visit,shopping mall visit,shopping,shopping,stress,-0.61,0.84,manual,hinglish,False,,2025-02-15
clinic consultation,clinic consultation,health,medical,stress,-0.46,0.91,sms,hinglish,False,,2024-06-23
took rapido bike,took rapido bike,commute,fuel,stress,-0.49,0.91,sms,english,False,,2024-09-28
app premium plan,app premium plan,subscription,subscription,impulsive,-0.3,0.9,manual,hinglish,False,,2025-03-23
netflix renewal,netflix renewal,subscription,subscription,impulsive,-0.35,0.98,manual,hinglish,False,,2024-08-08
car service today,car service today,vehicle_maintenance,fuel,impulsive,-0.4,0.94,sms,english,False,,2024-07-30
vet consultation,vet consultation,pet_care,medical,neutral,0.13,0.93,manual,english,False,,2024-04-29
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,regret,-0.53,0.87,sms,hinglish,False,,2024-07-06
ola cab to office,ola cab to office,commute,cab,happy,0.58,0.9,manual,hinglish,False,,2024-12-01
netflix renewal,netflix renewal,subscription,subscription,casual,0.22,0.96,sms,hinglish,False,,2025-02-01
fuel refill before work,fuel refill before work,commute,fuel,regret,-0.66,0.98,manual,hinglish,False,,2024-03-21
junk food again 😐,junk food again,food_order,dining,casual,0.17,0.91,manual,english,False,,2024-04-04
dog grooming,dog grooming,pet_care,medical,happy,0.71,0.87,manual,hinglish,False,,2024-02-23
cat food purchase,cat food purchase,pet_care,medical,regret,-0.67,0.87,manual,hinglish,False,,2024-02-07
shopping mall visit,shopping mall visit,shopping,shopping,anxiety,-0.69,0.92,sms,english,False,,2024-06-30
bike repair + fuel,bike repair + fuel,vehicle_maintenance,vehicle_repair,casual,0.35,0.98,sms,english,False,,2024-10-01
movie night,movie night,entertainment,entertainment,casual,0.16,0.91,manual,hinglish,False,,2024-02-24
vet consultation,vet consultation,pet_care,pet_supplies,impulsive,-0.38,0.86,sms,english,False,,2024-01-08
health checkup,health checkup,health,medical,regret,-0.68,0.85,sms,hinglish,False,,2024-05-08
unplanned purchase,unplanned purchase,shopping,shopping,stress,-0.5,0.88,sms,hinglish,False,,2025-05-03
impulse shopping again 😐,impulse shopping again,shopping,shopping,stress,-0.45,0.86,sms,hinglish,False,,2024-05-28
food delivery after work,food delivery after work,food_order,groceries,care,0.43,0.95,manual,english,False,,2024-06-18
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,stress,-0.64,0.86,manual,hinglish,False,,2024-04-08
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,regret,-0.61,0.98,manual,english,False,,2024-07-17
online course fee,online course fee,education,education,happy,0.72,0.88,sms,english,False,,2025-01-01
car service today,car service today,vehicle_maintenance,vehicle_repair,anxiety,-0.77,0.98,sms,english,False,,2024-10-31
cat food purchase,cat food purchase,pet_care,pet_supplies,care,0.45,0.92,manual,hinglish,False,,2024-05-31
impulse shopping again 😐,impulse shopping again,shopping,shopping,stress,-0.64,0.91,manual,english,False,,2024-11-26
online course fee,online course fee,education,education,care,0.28,0.97,sms,hinglish,False,,2024-01-07
movie night,movie night,entertainment,entertainment,regret,-0.7,0.87,manual,hinglish,False,,2025-01-17
unplanned purchase,unplanned purchase,shopping,shopping,stress,-0.53,0.99,sms,english,False,,2024-03-08
took rapido bike,took rapido bike,commute,cab,anxiety,-0.74,0.94,sms,english,False,,2025-01-30
shopping mall visit,shopping mall visit,shopping,shopping,care,0.28,0.86,manual,english,False,,2024-03-29
concert ticket,concert ticket,entertainment,entertainment,care,0.43,0.84,manual,english,False,,2024-04-29
clinic consultation,clinic consultation,health,medical,happy,0.69,0.93,manual,english,False,,2025-02-15
health checkup,health checkup,health,medical,happy,0.65,0.82,manual,hinglish,False,,2025-02-06
car service today,car service today,vehicle_maintenance,fuel,impulsive,-0.42,0.88,manual,english,False,,2024-08-31
vet consultation,vet consultation,pet_care,medical,neutral,0.01,0.82,sms,english,False,,2025-04-30
bike repair + fuel,bike repair + fuel,vehicle_maintenance,vehicle_repair,regret,-0.67,0.87,sms,hinglish,True,fuel,2024-03-03
electricity bill paid,electricity bill paid,bill_payment,electricity,happy,0.66,0.84,manual,hinglish,False,,2024-05-06
ordered food again 😩,ordered food again,food_order,dining,care,0.27,0.87,manual,english,False,,2025-03-25
bike repair + fuel,bike repair + fuel,vehicle_maintenance,vehicle_repair,anxiety,-0.75,0.94,sms,english,False,,2024-08-04
spotify subscription,spotify subscription,subscription,subscription,happy,0.7,0.85,manual,english,False,,2024-09-18
pet food and vet visit,pet food and vet visit,pet_care,medical,care,0.3,0.91,manual,hinglish,False,,2024-11-03
app premium plan,app premium plan,subscription,subscription,regret,-0.65,0.86,manual,english,False,,2025-04-16
swiggy dinner order,swiggy dinner order,food_order,dining,happy,0.63,0.89,sms,hinglish,False,,2024-01-25
health checkup,health checkup,health,medical,happy,0.63,0.99,sms,english,False,,2024-07-17
internet bill cleared,internet bill cleared,bill_payment,electricity,neutral,-0.03,0.92,sms,english,False,,2025-02-04
car service today,car service today,vehicle_maintenance,fuel,regret,-0.6,0.85,manual,english,False,,2024-05-16
app premium plan,app premium plan,subscription,subscription,regret,-0.67,0.93,manual,english,False,,2024-06-11
clinic consultation,clinic consultation,health,medical,care,0.42,0.98,manual,hinglish,False,,2024-02-27
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,regret,-0.61,0.94,sms,english,False,,2024-06-12
weekend outing,weekend outing,entertainment,entertainment,happy,0.59,0.88,manual,hinglish,False,,2024-02-22
app premium plan,app premium plan,subscription,subscription,regret,-0.63,0.86,sms,hinglish,False,,2024-04-03
clinic consultation,clinic consultation,health,medical,neutral,0.13,0.84,sms,english,False,,2024-09-10
netflix renewal,netflix renewal,subscription,subscription,casual,0.23,0.95,manual,english,False,,2024-07-11
cat food purchase,cat food purchase,pet_care,pet_supplies,care,0.27,0.91,sms,hinglish,False,,2024-04-19
impulse shopping again 😐,impulse shopping again,shopping,shopping,impulsive,-0.44,0.84,sms,english,False,,2025-01-01
auto ride home,auto ride home,commute,fuel,care,0.25,0.97,sms,hinglish,False,,2024-10-10
netflix renewal,netflix renewal,subscription,subscription,regret,-0.65,0.86,manual,hinglish,False,,2024-08-25
swiggy dinner order,swiggy dinner order,food_order,dining,stress,-0.54,0.95,sms,hinglish,False,,2024-06-06
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,regret,-0.69,0.85,sms,hinglish,False,,2024-11-12
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,happy,0.59,0.93,manual,english,False,,2024-12-08
impulse shopping again 😐,impulse shopping again,shopping,shopping,anxiety,-0.78,0.88,sms,english,False,,2024-07-31
ate outside today,ate outside today,food_order,groceries,happy,0.69,0.97,sms,english,False,,2024-09-21
app premium plan,app premium plan,subscription,subscription,impulsive,-0.27,0.86,manual,english,False,,2024-10-22
cat food purchase,cat food purchase,pet_care,pet_supplies,regret,-0.59,0.88,sms,english,False,,2025-02-09
doctor visit,doctor visit,health,medical,regret,-0.55,0.91,manual,hinglish,False,,2024-04-29
paid house rent,paid house rent,bill_payment,electricity,happy,0.56,0.99,sms,hinglish,False,,2024-06-03
weekend outing,weekend outing,entertainment,entertainment,care,0.39,0.84,manual,hinglish,False,,2024-12-06
movie night,movie night,entertainment,entertainment,regret,-0.69,0.95,sms,hinglish,False,,2024-08-08
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,anxiety,-0.75,0.95,sms,english,False,,2025-02-22
car service today,car service today,vehicle_maintenance,fuel,stress,-0.51,0.92,sms,hinglish,True,vehicle_repair,2024-07-24
took rapido bike,took rapido bike,commute,cab,anxiety,-0.69,0.97,manual,english,False,,2024-11-14
book purchase,book purchase,education,education,happy,0.66,0.84,manual,english,False,,2024-10-23
movie night,movie night,entertainment,entertainment,care,0.38,0.88,manual,english,False,,2024-07-07
late night food craving,late night food craving,food_order,groceries,neutral,0.01,0.91,sms,hinglish,False,,2025-01-29
clinic consultation,clinic consultation,health,medical,anxiety,-0.78,0.91,manual,hinglish,False,,2025-01-05
metro recharge,metro recharge,commute,cab,casual,0.16,0.84,manual,hinglish,False,,2024-03-10
impulse shopping again 😐,impulse shopping again,shopping,shopping,casual,0.23,0.99,sms,english,False,,2025-01-01
netflix renewal,netflix renewal,subscription,subscription,impulsive,-0.26,0.99,sms,english,False,,2024-03-20
clinic consultation,clinic consultation,health,medical,casual,0.25,0.96,manual,hinglish,False,,2024-09-13
paid house rent,paid house rent,bill_payment,electricity,casual,0.21,0.92,manual,english,False,,2024-10-14
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,impulsive,-0.28,0.83,sms,hinglish,False,,2024-09-01
impulse shopping again 😐,impulse shopping again,shopping,shopping,casual,0.3,0.88,manual,english,False,,2024-10-10
impulse shopping again 😐,impulse shopping again,shopping,shopping,casual,0.32,0.96,manual,english,False,,2024-08-19
electricity bill paid,electricity bill paid,bill_payment,rent,impulsive,-0.33,0.96,sms,hinglish,False,,2024-12-03
cat food purchase,cat food purchase,pet_care,pet_supplies,casual,0.25,0.98,sms,hinglish,False,,2024-08-05
internet bill cleared,internet bill cleared,bill_payment,rent,happy,0.57,0.88,sms,english,False,,2025-03-26
netflix renewal,netflix renewal,subscription,subscription,impulsive,-0.3,0.96,sms,english,False,,2024-02-24
health checkup,health checkup,health,medical,care,0.37,0.9,sms,english,False,,2024-05-27
cat food purchase,cat food purchase,pet_care,medical,stress,-0.55,0.82,sms,english,False,,2024-12-14
impulse shopping again 😐,impulse shopping again,shopping,shopping,stress,-0.59,0.96,manual,english,False,,2024-08-20
shopping mall visit,shopping mall visit,shopping,shopping,care,0.36,0.94,manual,hinglish,False,,2024-10-07
bike repair + fuel,bike repair + fuel,vehicle_maintenance,vehicle_repair,anxiety,-0.71,0.9,sms,hinglish,False,,2024-11-19
metro recharge,metro recharge,commute,cab,care,0.31,0.91,sms,english,False,,2024-03-19
movie night,movie night,entertainment,entertainment,neutral,0.04,0.89,sms,hinglish,False,,2024-06-26
app premium plan,app premium plan,subscription,subscription,impulsive,-0.27,0.96,manual,hinglish,False,,2024-12-26
learning platform subscription,learning platform subscription,education,education,stress,-0.55,0.9,sms,english,False,,2024-01-08
spotify subscription,spotify subscription,subscription,subscription,happy,0.69,0.95,sms,hinglish,False,,2024-08-02
ate outside today,ate outside today,food_order,dining,casual,0.22,0.87,manual,english,False,,2024-01-05
weekend outing,weekend outing,entertainment,entertainment,regret,-0.54,0.94,sms,hinglish,False,,2025-02-12
medicines bought,medicines bought,health,medical,impulsive,-0.27,0.88,manual,english,False,,2024-07-05
vet consultation,vet consultation,pet_care,pet_supplies,regret,-0.69,0.85,manual,hinglish,False,,2024-12-18
junk food again 😐,junk food again,food_order,dining,stress,-0.61,0.89,sms,hinglish,False,,2024-02-18
fuel refill before work,fuel refill before work,commute,cab,regret,-0.56,0.99,sms,english,False,,2024-05-26
car service today,car service today,vehicle_maintenance,vehicle_repair,anxiety,-0.79,0.97,manual,hinglish,False,,2025-02-12
took rapido bike,took rapido bike,commute,fuel,happy,0.6,0.83,manual,english,False,,2024-05-04
learning platform subscription,learning platform subscription,education,education,casual,0.29,0.85,sms,hinglish,False,,2024-07-08
health checkup,health checkup,health,medical,impulsive,-0.27,0.96,sms,hinglish,False,,2024-11-04
gaming subscription,gaming subscription,entertainment,entertainment,anxiety,-0.72,0.9,manual,hinglish,False,,2024-07-04
mobile recharge done,mobile recharge done,bill_payment,rent,happy,0.69,0.96,sms,hinglish,False,,2025-03-01
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,anxiety,-0.75,0.94,sms,hinglish,False,,2025-02-22
electricity bill paid,electricity bill paid,bill_payment,rent,stress,-0.45,0.95,sms,english,False,,2024-12-22
cloud storage plan,cloud storage plan,subscription,subscription,impulsive,-0.34,0.83,manual,hinglish,False,,2025-03-19
exam registration,exam registration,education,education,regret,-0.66,0.88,manual,hinglish,False,,2025-04-12
auto ride home,auto ride home,commute,fuel,regret,-0.55,0.91,sms,hinglish,False,,2024-04-06
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,impulsive,-0.26,0.86,manual,hinglish,False,,2024-10-31
took rapido bike,took rapido bike,commute,fuel,care,0.29,0.82,manual,english,False,,2024-03-28
dog grooming,dog grooming,pet_care,medical,regret,-0.67,0.91,sms,english,False,,2024-02-24
learning platform subscription,learning platform subscription,education,education,stress,-0.63,0.93,sms,hinglish,False,,2025-03-17
health checkup,health checkup,health,medical,care,0.3,0.93,sms,english,False,,2024-11-29
spotify subscription,spotify subscription,subscription,subscription,casual,0.35,0.83,manual,english,False,,2024-09-05
movie night,movie night,entertainment,entertainment,regret,-0.64,0.96,manual,english,False,,2024-01-31
swiggy dinner order,swiggy dinner order,food_order,dining,happy,0.67,0.94,sms,english,False,,2024-06-10
ate outside today,ate outside today,food_order,dining,impulsive,-0.43,0.94,sms,english,False,,2024-03-05
app premium plan,app premium plan,subscription,subscription,stress,-0.47,0.82,manual,hinglish,False,,2025-03-09
spotify subscription,spotify subscription,subscription,subscription,happy,0.68,0.93,manual,english,False,,2024-09-26
car service today,car service today,vehicle_maintenance,vehicle_repair,casual,0.3,0.95,manual,english,False,,2024-06-07
car service today,car service today,vehicle_maintenance,vehicle_repair,impulsive,-0.37,0.97,manual,hinglish,False,,2025-04-02
health checkup,health checkup,health,medical,impulsive,-0.43,0.99,sms,english,False,,2024-08-29
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,stress,-0.65,0.86,sms,hinglish,False,,2025-02-25
weekend outing,weekend outing,entertainment,entertainment,casual,0.25,0.91,sms,english,False,,2024-11-18
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,neutral,0.1,0.97,sms,english,False,,2025-01-11
unplanned purchase,unplanned purchase,shopping,shopping,casual,0.21,0.99,manual,english,False,,2025-04-19
exam registration,exam registration,education,education,stress,-0.62,0.92,sms,hinglish,False,,2024-04-27
netflix renewal,netflix renewal,subscription,subscription,happy,0.66,0.86,sms,hinglish,False,,2024-11-08
pet food and vet visit,pet food and vet visit,pet_care,medical,regret,-0.55,0.99,manual,hinglish,False,,2024-06-14
took rapido bike,took rapido bike,commute,cab,happy,0.73,0.83,manual,english,False,,2024-02-28
vet consultation,vet consultation,pet_care,medical,anxiety,-0.72,0.91,sms,english,False,,2025-04-14
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,neutral,0.13,0.84,sms,english,False,,2024-07-02
concert ticket,concert ticket,entertainment,entertainment,anxiety,-0.71,0.93,manual,hinglish,False,,2025-01-25
online course fee,online course fee,education,education,casual,0.31,0.85,manual,english,False,,2025-02-06
spotify subscription,spotify subscription,subscription,subscription,stress,-0.61,0.83,sms,hinglish,False,,2024-11-05
medicines bought,medicines bought,health,medical,happy,0.67,0.91,manual,hinglish,False,,2024-03-11
ordered food again 😩,ordered food again,food_order,groceries,regret,-0.67,0.87,manual,hinglish,False,,2024-07-26
book purchase,book purchase,education,education,casual,0.35,0.82,manual,english,False,,2024-11-03
internet bill cleared,internet bill cleared,bill_payment,electricity,care,0.41,0.84,sms,english,False,,2024-02-15
auto ride home,auto ride home,commute,cab,care,0.26,0.9,sms,english,False,,2024-03-10
vet consultation,vet consultation,pet_care,pet_supplies,regret,-0.63,0.89,manual,hinglish,True,medical,2025-04-25
car service today,car service today,vehicle_maintenance,vehicle_repair,happy,0.66,0.89,sms,english,False,,2024-09-18
pet food and vet visit,pet food and vet visit,pet_care,medical,regret,-0.65,0.83,manual,english,False,,2024-07-07
food delivery after work,food delivery after work,food_order,groceries,regret,-0.58,0.91,sms,english,False,,2025-01-23
medicines bought,medicines bought,health,medical,casual,0.29,0.91,manual,english,False,,2025-04-29
cloud storage plan,cloud storage plan,subscription,subscription,care,0.45,0.84,sms,english,False,,2024-01-20
doctor visit,doctor visit,health,medical,care,0.25,0.85,manual,hinglish,False,,2024-01-20
learning platform subscription,learning platform subscription,education,education,casual,0.17,0.94,manual,english,False,,2024-08-25
vet consultation,vet consultation,pet_care,medical,casual,0.32,0.88,manual,hinglish,False,,2025-01-30
mobile recharge done,mobile recharge done,bill_payment,rent,impulsive,-0.28,0.91,manual,english,False,,2025-04-21
app premium plan,app premium plan,subscription,subscription,casual,0.17,0.87,sms,hinglish,False,,2024-11-18
bike repair + fuel,bike repair + fuel,vehicle_maintenance,vehicle_repair,care,0.43,0.98,manual,hinglish,False,,2024-03-19
fuel refill before work,fuel refill before work,commute,fuel,happy,0.67,0.91,manual,hinglish,False,,2024-04-14
cat food purchase,cat food purchase,pet_care,medical,neutral,0.13,0.93,sms,hinglish,False,,2024-10-12
spotify subscription,spotify subscription,subscription,subscription,anxiety,-0.69,0.85,sms,hinglish,False,,2024-08-08
ola cab to office,ola cab to office,commute,fuel,impulsive,-0.26,0.9,sms,english,False,,2024-08-19
medicines bought,medicines bought,health,medical,regret,-0.66,0.95,sms,hinglish,False,,2024-07-01
health checkup,health checkup,health,medical,neutral,-0.04,0.98,manual,hinglish,False,,2024-09-20
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,anxiety,-0.84,0.94,manual,hinglish,False,,2024-10-19
medicines bought,medicines bought,health,medical,casual,0.24,0.83,sms,hinglish,False,,2024-08-15
online course fee,online course fee,education,education,neutral,0.11,0.92,sms,english,False,,2024-12-24
dog grooming,dog grooming,pet_care,pet_supplies,happy,0.7,0.94,sms,hinglish,False,,2024-10-20
shopping mall visit,shopping mall visit,shopping,shopping,care,0.44,0.92,sms,hinglish,False,,2025-05-04
exam registration,exam registration,education,education,anxiety,-0.77,0.95,manual,english,False,,2025-03-12
clinic consultation,clinic consultation,health,medical,regret,-0.51,0.96,manual,english,False,,2024-08-19
metro recharge,metro recharge,commute,cab,stress,-0.48,0.91,sms,english,False,,2024-04-06
impulse shopping again 😐,impulse shopping again,shopping,shopping,regret,-0.7,0.94,manual,english,False,,2024-07-29
shopping mall visit,shopping mall visit,shopping,shopping,stress,-0.59,0.96,sms,english,False,,2024-06-15
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,anxiety,-0.78,0.95,manual,hinglish,False,,2025-04-11
movie night,movie night,entertainment,entertainment,neutral,0.15,0.94,manual,english,False,,2025-01-16
fuel refill before work,fuel refill before work,commute,fuel,neutral,-0.04,0.9,manual,english,False,,2024-06-24
